sample	celltype	frequency	proportion
MB-0343	Macrophages Vim+ CD45low	2	0.00172117039586919
MB-0344	Macrophages Vim+ CD45low	0	0
MB-0345	Macrophages Vim+ CD45low	1	0.001230012300123
MB-0347	Macrophages Vim+ CD45low	25	0.0256673511293634
MB-0349	Macrophages Vim+ CD45low	2	0.00290275761973875
MB-0350	Macrophages Vim+ CD45low	0	0
MB-0351	Macrophages Vim+ CD45low	5	0.0062266500622665
MB-0353	Macrophages Vim+ CD45low	0	0
MB-0354	Macrophages Vim+ CD45low	9	0.0204081632653061
MB-0356	Macrophages Vim+ CD45low	1	0.00217391304347826
MB-0359	Macrophages Vim+ CD45low	0	0
MB-0360	Macrophages Vim+ CD45low	70	0.0548159749412686
MB-0361	Macrophages Vim+ CD45low	0	0
MB-0362	Macrophages Vim+ CD45low	2	0.00232828870779977
MB-0363	Macrophages Vim+ CD45low	1	0.000553403431101273
MB-0364	Macrophages Vim+ CD45low	2	0.00424628450106157
MB-0365	Macrophages Vim+ CD45low	0	0
MB-0366	Macrophages Vim+ CD45low	2	0.00147710487444609
MB-0367	Macrophages Vim+ CD45low	10	0.0135135135135135
MB-0369	Macrophages Vim+ CD45low	4	0.00263852242744063
MB-0370	Macrophages Vim+ CD45low	0	0
MB-0375	Macrophages Vim+ CD45low	5	0.003725782414307
MB-0377	Macrophages Vim+ CD45low	8	0.00779727095516569
MB-0378	Macrophages Vim+ CD45low	16	0.0275862068965517
MB-0379	Macrophages Vim+ CD45low	5	0.00408496732026144
MB-0380	Macrophages Vim+ CD45low	6	0.00503778337531486
MB-0382	Macrophages Vim+ CD45low	5	0.0135135135135135
MB-0383	Macrophages Vim+ CD45low	16	0.0206985769728331
MB-0384	Macrophages Vim+ CD45low	3	0.00254022015241321
MB-0385	Macrophages Vim+ CD45low	0	0
MB-0386	Macrophages Vim+ CD45low	0	0
MB-0388	Macrophages Vim+ CD45low	0	0
MB-0389	Macrophages Vim+ CD45low	1	0.00066577896138482
MB-0390	Macrophages Vim+ CD45low	3	0.00315457413249211
MB-0392	Macrophages Vim+ CD45low	1	0.00537634408602151
MB-0393	Macrophages Vim+ CD45low	30	0.0254022015241321
MB-0394	Macrophages Vim+ CD45low	12	0.00530035335689046
MB-0395	Macrophages Vim+ CD45low	2	0.00263852242744063
MB-0396	Macrophages Vim+ CD45low	0	0
MB-0397	Macrophages Vim+ CD45low	13	0.0101960784313725
MB-0398	Macrophages Vim+ CD45low	4	0.00565770862800566
MB-0399	Macrophages Vim+ CD45low	12	0.0145278450363196
MB-0400	Macrophages Vim+ CD45low	3	0.00263620386643234
MB-0401	Macrophages Vim+ CD45low	0	0
MB-0404	Macrophages Vim+ CD45low	4	0.00666666666666667
MB-0405	Macrophages Vim+ CD45low	8	0.00739371534195933
MB-0406	Macrophages Vim+ CD45low	0	0
MB-0408	Macrophages Vim+ CD45low	13	0.0112554112554113
MB-0410	Macrophages Vim+ CD45low	0	0
MB-0412	Macrophages Vim+ CD45low	29	0.0315560391730141
MB-0413	Macrophages Vim+ CD45low	3	0.0016260162601626
MB-0414	Macrophages Vim+ CD45low	0	0
MB-0417	Macrophages Vim+ CD45low	0	0
MB-0418	Macrophages Vim+ CD45low	0	0
MB-0419	Macrophages Vim+ CD45low	0	0
MB-0420	Macrophages Vim+ CD45low	0	0
MB-0421	Macrophages Vim+ CD45low	8	0.01
MB-0422	Macrophages Vim+ CD45low	0	0
MB-0423	Macrophages Vim+ CD45low	2	0.00243605359317905
MB-0425	Macrophages Vim+ CD45low	6	0.00335946248600224
MB-0426	Macrophages Vim+ CD45low	7	0.00523952095808383
MB-0427	Macrophages Vim+ CD45low	0	0
MB-0429	Macrophages Vim+ CD45low	2	0.00102933607822954
MB-0431	Macrophages Vim+ CD45low	3	0.00481540930979133
MB-0432	Macrophages Vim+ CD45low	0	0
MB-0434	Macrophages Vim+ CD45low	13	0.010586319218241
MB-0438	Macrophages Vim+ CD45low	4	0.00481347773766546
MB-0439	Macrophages Vim+ CD45low	4	0.00306044376434583
MB-0440	Macrophages Vim+ CD45low	19	0.0228915662650602
MB-0442	Macrophages Vim+ CD45low	2	0.00142857142857143
MB-0443	Macrophages Vim+ CD45low	0	0
MB-0444	Macrophages Vim+ CD45low	3	0.00558659217877095
MB-0445	Macrophages Vim+ CD45low	1	0.000730994152046784
MB-0446	Macrophages Vim+ CD45low	3	0.00294695481335953
MB-0448	Macrophages Vim+ CD45low	4	0.00424628450106157
MB-0449	Macrophages Vim+ CD45low	5	0.00512295081967213
MB-0451	Macrophages Vim+ CD45low	5	0.00547645125958379
MB-0453	Macrophages Vim+ CD45low	52	0.0594965675057208
MB-0454	Macrophages Vim+ CD45low	1	0.000836820083682008
MB-0455	Macrophages Vim+ CD45low	3	0.00272975432211101
MB-0458	Macrophages Vim+ CD45low	6	0.0135135135135135
MB-0459	Macrophages Vim+ CD45low	42	0.033201581027668
MB-0460	Macrophages Vim+ CD45low	5	0.0206611570247934
MB-0462	Macrophages Vim+ CD45low	6	0.0161290322580645
MB-0464	Macrophages Vim+ CD45low	0	0
MB-0465	Macrophages Vim+ CD45low	2	0.00118976799524093
MB-0467	Macrophages Vim+ CD45low	5	0.00564334085778781
MB-0468	Macrophages Vim+ CD45low	1	0.0029673590504451
MB-0470	Macrophages Vim+ CD45low	0	0
MB-0471	Macrophages Vim+ CD45low	0	0
MB-0475	Macrophages Vim+ CD45low	34	0.0195177956371986
MB-0476	Macrophages Vim+ CD45low	30	0.0251256281407035
MB-0478	Macrophages Vim+ CD45low	0	0
MB-0479	Macrophages Vim+ CD45low	17	0.0373626373626374
MB-0480	Macrophages Vim+ CD45low	2	0.00337268128161889
MB-0481	Macrophages Vim+ CD45low	5	0.0029673590504451
MB-0482	Macrophages Vim+ CD45low	5	0.00504540867810293
MB-0483	Macrophages Vim+ CD45low	3	0.00288184438040346
MB-0484	Macrophages Vim+ CD45low	13	0.00893470790378007
MB-0485	Macrophages Vim+ CD45low	2	0.00153609831029186
MB-0486	Macrophages Vim+ CD45low	61	0.0292145593869732
MB-0487	Macrophages Vim+ CD45low	4	0.00413650465356774
MB-0488	Macrophages Vim+ CD45low	2	0.00143884892086331
MB-0490	Macrophages Vim+ CD45low	1	0.000767459708365311
MB-0491	Macrophages Vim+ CD45low	12	0.00786369593709043
MB-0492	Macrophages Vim+ CD45low	28	0.0255474452554745
MB-0494	Macrophages Vim+ CD45low	51	0.0329883570504528
MB-0495	Macrophages Vim+ CD45low	5	0.00445632798573975
MB-0496	Macrophages Vim+ CD45low	0	0
MB-0501	Macrophages Vim+ CD45low	16	0.00518638573743922
MB-0502	Macrophages Vim+ CD45low	19	0.014797507788162
MB-0503	Macrophages Vim+ CD45low	1	0.00141043723554302
MB-0504	Macrophages Vim+ CD45low	7	0.0155210643015521
MB-0505	Macrophages Vim+ CD45low	0	0
MB-0508	Macrophages Vim+ CD45low	26	0.0212071778140294
MB-0511	Macrophages Vim+ CD45low	1	0.00143884892086331
MB-0512	Macrophages Vim+ CD45low	0	0
MB-0513	Macrophages Vim+ CD45low	53	0.0228546787408366
MB-0516	Macrophages Vim+ CD45low	33	0.0303867403314917
MB-0519	Macrophages Vim+ CD45low	0	0
MB-0521	Macrophages Vim+ CD45low	1	0.000829187396351575
MB-0524	Macrophages Vim+ CD45low	1	0.0065359477124183
MB-0525	Macrophages Vim+ CD45low	85	0.063150074294205
MB-0526	Macrophages Vim+ CD45low	9	0.00541842263696568
MB-0527	Macrophages Vim+ CD45low	4	0.00184586986617443
MB-0528	Macrophages Vim+ CD45low	3	0.00263388937664618
MB-0529	Macrophages Vim+ CD45low	4	0.00550206327372765
MB-0531	Macrophages Vim+ CD45low	39	0.0642504118616145
MB-0532	Macrophages Vim+ CD45low	5	0.00450856627592426
MB-0536	Macrophages Vim+ CD45low	4	0.00391006842619746
MB-0537	Macrophages Vim+ CD45low	0	0
MB-0538	Macrophages Vim+ CD45low	5	0.00245338567222767
MB-0542	Macrophages Vim+ CD45low	9	0.00562851782363977
MB-0543	Macrophages Vim+ CD45low	1	0.00116009280742459
MB-0544	Macrophages Vim+ CD45low	0	0
MB-0545	Macrophages Vim+ CD45low	0	0
MB-0547	Macrophages Vim+ CD45low	0	0
MB-0549	Macrophages Vim+ CD45low	39	0.030256012412723
MB-0552	Macrophages Vim+ CD45low	7	0.00652985074626866
MB-0553	Macrophages Vim+ CD45low	3	0.00402684563758389
MB-0554	Macrophages Vim+ CD45low	0	0
MB-0558	Macrophages Vim+ CD45low	0	0
MB-0568	Macrophages Vim+ CD45low	1	0.000846740050804403
MB-0569	Macrophages Vim+ CD45low	1	0.00107991360691145
MB-0570	Macrophages Vim+ CD45low	1	0.000647668393782383
MB-0571	Macrophages Vim+ CD45low	0	0
MB-0573	Macrophages Vim+ CD45low	0	0
MB-0574	Macrophages Vim+ CD45low	15	0.0109090909090909
MB-0575	Macrophages Vim+ CD45low	9	0.00496688741721854
MB-0576	Macrophages Vim+ CD45low	2	0.00152905198776758
MB-0577	Macrophages Vim+ CD45low	0	0
MB-0578	Macrophages Vim+ CD45low	1	0.000623441396508728
MB-0579	Macrophages Vim+ CD45low	2	0.00111919418019026
MB-0580	Macrophages Vim+ CD45low	9	0.00551470588235294
MB-0581	Macrophages Vim+ CD45low	12	0.00723763570566948
MB-0582	Macrophages Vim+ CD45low	2	0.00111669458403127
MB-0583	Macrophages Vim+ CD45low	10	0.00472143531633617
MB-0584	Macrophages Vim+ CD45low	30	0.0278293135435993
MB-0585	Macrophages Vim+ CD45low	4	0.00615384615384615
MB-0586	Macrophages Vim+ CD45low	1	0.000605693519079346
MB-0587	Macrophages Vim+ CD45low	1	0.0142857142857143
MB-0588	Macrophages Vim+ CD45low	215	0.169025157232704
MB-0589	Macrophages Vim+ CD45low	17	0.0136876006441224
MB-0590	Macrophages Vim+ CD45low	0	0
MB-0591	Macrophages Vim+ CD45low	32	0.0315581854043393
MB-0593	Macrophages Vim+ CD45low	1	0.0021505376344086
MB-0594	Macrophages Vim+ CD45low	11	0.00813008130081301
MB-0596	Macrophages Vim+ CD45low	22	0.0131030375223347
MB-0597	Macrophages Vim+ CD45low	6	0.00668896321070234
MB-0598	Macrophages Vim+ CD45low	13	0.011265164644714
MB-0599	Macrophages Vim+ CD45low	1	0.000697836706210747
MB-0600	Macrophages Vim+ CD45low	4	0.00269179004037685
MB-0601	Macrophages Vim+ CD45low	7	0.00828402366863905
MB-0603	Macrophages Vim+ CD45low	6	0.00730816077953715
MB-0605	Macrophages Vim+ CD45low	5	0.00632911392405063
MB-0607	Macrophages Vim+ CD45low	38	0.0287226001511716
MB-0608	Macrophages Vim+ CD45low	29	0.019502353732347
MB-0609	Macrophages Vim+ CD45low	15	0.00652741514360313
MB-0610	Macrophages Vim+ CD45low	1	0.000785545954438335
MB-0611	Macrophages Vim+ CD45low	13	0.0295454545454545
MB-0613	Macrophages Vim+ CD45low	9	0.00746887966804979
MB-0614	Macrophages Vim+ CD45low	7	0.00937081659973226
MB-0616	Macrophages Vim+ CD45low	1	0.00145348837209302
MB-0618	Macrophages Vim+ CD45low	0	0
MB-0620	Macrophages Vim+ CD45low	3	0.00227963525835866
MB-0621	Macrophages Vim+ CD45low	5	0.00431034482758621
MB-0623	Macrophages Vim+ CD45low	1	0.00301204819277108
MB-0624	Macrophages Vim+ CD45low	3	0.00906344410876133
MB-0626	Macrophages Vim+ CD45low	14	0.0104555638536221
MB-0628	Macrophages Vim+ CD45low	20	0.0115606936416185
MB-0630	Macrophages Vim+ CD45low	0	0
MB-0631	Macrophages Vim+ CD45low	69	0.0890322580645161
MB-0634	Macrophages Vim+ CD45low	0	0
MB-0635	Macrophages Vim+ CD45low	3	0.00358851674641148
MB-0636	Macrophages Vim+ CD45low	0	0
MB-0637	Macrophages Vim+ CD45low	26	0.0232142857142857
MB-0638	Macrophages Vim+ CD45low	0	0
MB-0641	Macrophages Vim+ CD45low	7	0.0089171974522293
MB-0642	Macrophages Vim+ CD45low	1	0.000796812749003984
MB-0643	Macrophages Vim+ CD45low	1	0.000871839581517001
MB-0644	Macrophages Vim+ CD45low	32	0.024390243902439
MB-0646	Macrophages Vim+ CD45low	1	0.000634115409004439
MB-0652	Macrophages Vim+ CD45low	16	0.0207792207792208
MB-0653	Macrophages Vim+ CD45low	8	0.00840336134453781
MB-0654	Macrophages Vim+ CD45low	0	0
MB-0657	Macrophages Vim+ CD45low	0	0
MB-0658	Macrophages Vim+ CD45low	0	0
MB-0659	Macrophages Vim+ CD45low	0	0
MB-0660	Macrophages Vim+ CD45low	14	0.013170272812794
MB-0661	Macrophages Vim+ CD45low	8	0.0051513200257566
MB-0662	Macrophages Vim+ CD45low	9	0.00726978998384491
MB-0664	Macrophages Vim+ CD45low	8	0.00576784426820476
MB-0666	Macrophages Vim+ CD45low	6	0.00559701492537313
MB-0869	Macrophages Vim+ CD45low	6	0.00326441784548422
MB-0872	Macrophages Vim+ CD45low	0	0
MB-0874	Macrophages Vim+ CD45low	17	0.0234806629834254
MB-0877	Macrophages Vim+ CD45low	6	0.0051150895140665
MB-0880	Macrophages Vim+ CD45low	0	0
MB-0882	Macrophages Vim+ CD45low	3	0.00225903614457831
MB-0884	Macrophages Vim+ CD45low	0	0
MB-0891	Macrophages Vim+ CD45low	0	0
MB-0893	Macrophages Vim+ CD45low	4	0.00304182509505703
MB-0895	Macrophages Vim+ CD45low	0	0
MB-0899	Macrophages Vim+ CD45low	8	0.0072992700729927
MB-0901	Macrophages Vim+ CD45low	71	0.0436923076923077
MB-0904	Macrophages Vim+ CD45low	9	0.0114503816793893
MB-0906	Macrophages Vim+ CD45low	10	0.0133333333333333
MB-0020	Macrophages Vim+ Slug-	0	0
MB-0081	Macrophages Vim+ Slug-	28	0.00948830904778041
MB-0114	Macrophages Vim+ Slug-	4	0.00522875816993464
MB-0117	Macrophages Vim+ Slug-	0	0
MB-0120	Macrophages Vim+ Slug-	20	0.0258397932816537
MB-0121	Macrophages Vim+ Slug-	1	0.00124223602484472
MB-0122	Macrophages Vim+ Slug-	0	0
MB-0123	Macrophages Vim+ Slug-	5	0.00362844702467344
MB-0124	Macrophages Vim+ Slug-	4	0.00377358490566038
MB-0126	Macrophages Vim+ Slug-	5	0.00410172272354389
MB-0128	Macrophages Vim+ Slug-	4	0.00398009950248756
MB-0130	Macrophages Vim+ Slug-	1	0.00114942528735632
MB-0131	Macrophages Vim+ Slug-	267	0.160071942446043
MB-0133	Macrophages Vim+ Slug-	0	0
MB-0135	Macrophages Vim+ Slug-	0	0
MB-0136	Macrophages Vim+ Slug-	4	0.00242718446601942
MB-0138	Macrophages Vim+ Slug-	0	0
MB-0139	Macrophages Vim+ Slug-	0	0
MB-0140	Macrophages Vim+ Slug-	29	0.0166666666666667
MB-0142	Macrophages Vim+ Slug-	3	0.00403225806451613
MB-0143	Macrophages Vim+ Slug-	3	0.00228484386900229
MB-0144	Macrophages Vim+ Slug-	4	0.00444444444444444
MB-0145	Macrophages Vim+ Slug-	20	0.0203665987780041
MB-0150	Macrophages Vim+ Slug-	19	0.0157938487115544
MB-0151	Macrophages Vim+ Slug-	99	0.0860869565217391
MB-0152	Macrophages Vim+ Slug-	1	0.00793650793650794
MB-0153	Macrophages Vim+ Slug-	0	0
MB-0154	Macrophages Vim+ Slug-	0	0
MB-0158	Macrophages Vim+ Slug-	0	0
MB-0162	Macrophages Vim+ Slug-	1	0.0117647058823529
MB-0163	Macrophages Vim+ Slug-	1	0.00069589422407794
MB-0164	Macrophages Vim+ Slug-	9	0.0215827338129496
MB-0165	Macrophages Vim+ Slug-	11	0.00946643717728055
MB-0166	Macrophages Vim+ Slug-	3	0.00580270793036751
MB-0167	Macrophages Vim+ Slug-	10	0.00600240096038415
MB-0168	Macrophages Vim+ Slug-	3	0.00366300366300366
MB-0169	Macrophages Vim+ Slug-	0	0
MB-0170	Macrophages Vim+ Slug-	14	0.0121422376409367
MB-0173	Macrophages Vim+ Slug-	9	0.0491803278688525
MB-0174	Macrophages Vim+ Slug-	2	0.00209643605870021
MB-0175	Macrophages Vim+ Slug-	0	0
MB-0176	Macrophages Vim+ Slug-	2	0.00170212765957447
MB-0177	Macrophages Vim+ Slug-	0	0
MB-0178	Macrophages Vim+ Slug-	3	0.00257953568357696
MB-0179	Macrophages Vim+ Slug-	7	0.00446144040790312
MB-0180	Macrophages Vim+ Slug-	0	0
MB-0181	Macrophages Vim+ Slug-	1	0.000773395204949729
MB-0184	Macrophages Vim+ Slug-	18	0.00523560209424084
MB-0185	Macrophages Vim+ Slug-	58	0.0606694560669456
MB-0188	Macrophages Vim+ Slug-	4	0.00398406374501992
MB-0189	Macrophages Vim+ Slug-	0	0
MB-0191	Macrophages Vim+ Slug-	26	0.0192735359525575
MB-0192	Macrophages Vim+ Slug-	0	0
MB-0193	Macrophages Vim+ Slug-	0	0
MB-0194	Macrophages Vim+ Slug-	0	0
MB-0197	Macrophages Vim+ Slug-	58	0.288557213930348
MB-0198	Macrophages Vim+ Slug-	2	0.00150037509377344
MB-0199	Macrophages Vim+ Slug-	727	0.592985318107667
MB-0200	Macrophages Vim+ Slug-	12	0.01040763226366
MB-0201	Macrophages Vim+ Slug-	0	0
MB-0202	Macrophages Vim+ Slug-	0	0
MB-0203	Macrophages Vim+ Slug-	71	0.0431086824529447
MB-0204	Macrophages Vim+ Slug-	2	0.00865800865800866
MB-0205	Macrophages Vim+ Slug-	5	0.0126903553299492
MB-0206	Macrophages Vim+ Slug-	79	0.0614785992217899
MB-0214	Macrophages Vim+ Slug-	0	0
MB-0218	Macrophages Vim+ Slug-	6	0.00614754098360656
MB-0220	Macrophages Vim+ Slug-	3	0.00483870967741936
MB-0221	Macrophages Vim+ Slug-	4	0.0018957345971564
MB-0222	Macrophages Vim+ Slug-	3	0.00266903914590747
MB-0223	Macrophages Vim+ Slug-	2	0.00263504611330698
MB-0224	Macrophages Vim+ Slug-	2	0.00352112676056338
MB-0225	Macrophages Vim+ Slug-	5	0.00482625482625483
MB-0227	Macrophages Vim+ Slug-	7	0.0051584377302874
MB-0228	Macrophages Vim+ Slug-	0	0
MB-0232	Macrophages Vim+ Slug-	2	0.00236127508854782
MB-0233	Macrophages Vim+ Slug-	14	0.037940379403794
MB-0235	Macrophages Vim+ Slug-	4	0.00284697508896797
MB-0236	Macrophages Vim+ Slug-	0	0
MB-0238	Macrophages Vim+ Slug-	222	0.125352907961604
MB-0239	Macrophages Vim+ Slug-	42	0.0790960451977401
MB-0241	Macrophages Vim+ Slug-	1	0.00206611570247934
MB-0242	Macrophages Vim+ Slug-	0	0
MB-0243	Macrophages Vim+ Slug-	0	0
MB-0244	Macrophages Vim+ Slug-	0	0
MB-0245	Macrophages Vim+ Slug-	0	0
MB-0248	Macrophages Vim+ Slug-	2	0.00218340611353712
MB-0249	Macrophages Vim+ Slug-	1	0.00210970464135021
MB-0258	Macrophages Vim+ Slug-	1	0.00200400801603206
MB-0259	Macrophages Vim+ Slug-	8	0.0103761348897536
MB-0260	Macrophages Vim+ Slug-	24	0.0236220472440945
MB-0262	Macrophages Vim+ Slug-	7	0.0056
MB-0263	Macrophages Vim+ Slug-	0	0
MB-0264	Macrophages Vim+ Slug-	4	0.0072992700729927
MB-0265	Macrophages Vim+ Slug-	0	0
MB-0268	Macrophages Vim+ Slug-	5	0.00789889415481832
MB-0269	Macrophages Vim+ Slug-	13	0.0125361620057859
MB-0272	Macrophages Vim+ Slug-	3	0.00231124807395994
MB-0273	Macrophages Vim+ Slug-	0	0
MB-0275	Macrophages Vim+ Slug-	0	0
MB-0278	Macrophages Vim+ Slug-	11	0.0128805620608899
MB-0279	Macrophages Vim+ Slug-	4	0.00304182509505703
MB-0280	Macrophages Vim+ Slug-	0	0
MB-0283	Macrophages Vim+ Slug-	133	0.0665998998497747
MB-0285	Macrophages Vim+ Slug-	1	0.000669792364367046
MB-0286	Macrophages Vim+ Slug-	0	0
MB-0287	Macrophages Vim+ Slug-	0	0
MB-0288	Macrophages Vim+ Slug-	0	0
MB-0289	Macrophages Vim+ Slug-	28	0.0346534653465347
MB-0291	Macrophages Vim+ Slug-	1	0.000732064421669107
MB-0292	Macrophages Vim+ Slug-	11	0.0119305856832972
MB-0294	Macrophages Vim+ Slug-	3	0.00486223662884927
MB-0301	Macrophages Vim+ Slug-	5	0.00468603561387067
MB-0302	Macrophages Vim+ Slug-	0	0
MB-0304	Macrophages Vim+ Slug-	2	0.00139567341242149
MB-0305	Macrophages Vim+ Slug-	3	0.00240770465489567
MB-0307	Macrophages Vim+ Slug-	3	0.00234375
MB-0308	Macrophages Vim+ Slug-	0	0
MB-0309	Macrophages Vim+ Slug-	0	0
MB-0311	Macrophages Vim+ Slug-	0	0
MB-0312	Macrophages Vim+ Slug-	5	0.00266524520255864
MB-0314	Macrophages Vim+ Slug-	0	0
MB-0316	Macrophages Vim+ Slug-	0	0
MB-0318	Macrophages Vim+ Slug-	0	0
MB-0319	Macrophages Vim+ Slug-	0	0
MB-0320	Macrophages Vim+ Slug-	0	0
MB-0321	Macrophages Vim+ Slug-	15	0.00839395635142697
MB-0322	Macrophages Vim+ Slug-	11	0.0064065230052417
MB-0324	Macrophages Vim+ Slug-	1	0.000789265982636148
MB-0325	Macrophages Vim+ Slug-	2	0.00195121951219512
MB-0333	Macrophages Vim+ Slug-	168	0.144702842377261
MB-0336	Macrophages Vim+ Slug-	0	0
MB-0339	Macrophages Vim+ Slug-	1	0.000841042893187553
MB-0340	Macrophages Vim+ Slug-	3	0.00147420147420147
MB-0342	Macrophages Vim+ Slug-	6	0.0163487738419619
MB-0343	Macrophages Vim+ Slug-	0	0
MB-0344	Macrophages Vim+ Slug-	0	0
MB-0345	Macrophages Vim+ Slug-	0	0
MB-0347	Macrophages Vim+ Slug-	94	0.0965092402464066
MB-0349	Macrophages Vim+ Slug-	0	0
MB-0350	Macrophages Vim+ Slug-	0	0
MB-0351	Macrophages Vim+ Slug-	2	0.0024906600249066
MB-0353	Macrophages Vim+ Slug-	0	0
MB-0354	Macrophages Vim+ Slug-	1	0.00226757369614512
MB-0356	Macrophages Vim+ Slug-	0	0
MB-0359	Macrophages Vim+ Slug-	10	0.0143472022955524
MB-0360	Macrophages Vim+ Slug-	18	0.0140955364134691
MB-0361	Macrophages Vim+ Slug-	0	0
MB-0362	Macrophages Vim+ Slug-	0	0
MB-0363	Macrophages Vim+ Slug-	0	0
MB-0364	Macrophages Vim+ Slug-	0	0
MB-0365	Macrophages Vim+ Slug-	0	0
MB-0366	Macrophages Vim+ Slug-	1	0.000738552437223043
MB-0367	Macrophages Vim+ Slug-	8	0.0108108108108108
MB-0369	Macrophages Vim+ Slug-	4	0.00263852242744063
MB-0370	Macrophages Vim+ Slug-	1	0.00185873605947955
MB-0375	Macrophages Vim+ Slug-	32	0.0238450074515648
MB-0377	Macrophages Vim+ Slug-	1	0.000974658869395711
MB-0378	Macrophages Vim+ Slug-	11	0.0189655172413793
MB-0379	Macrophages Vim+ Slug-	0	0
MB-0380	Macrophages Vim+ Slug-	31	0.0260285474391268
MB-0382	Macrophages Vim+ Slug-	1	0.0027027027027027
MB-0383	Macrophages Vim+ Slug-	7	0.00905562742561449
MB-0384	Macrophages Vim+ Slug-	0	0
MB-0385	Macrophages Vim+ Slug-	22	0.0210930009587728
MB-0386	Macrophages Vim+ Slug-	0	0
MB-0388	Macrophages Vim+ Slug-	1	0.00127551020408163
MB-0389	Macrophages Vim+ Slug-	9	0.00599201065246338
MB-0390	Macrophages Vim+ Slug-	4	0.00420609884332282
MB-0392	Macrophages Vim+ Slug-	1	0.00537634408602151
MB-0393	Macrophages Vim+ Slug-	13	0.0110076206604572
MB-0394	Macrophages Vim+ Slug-	5	0.00220848056537102
MB-0395	Macrophages Vim+ Slug-	2	0.00263852242744063
MB-0396	Macrophages Vim+ Slug-	22	0.0182421227197347
MB-0397	Macrophages Vim+ Slug-	15	0.0117647058823529
MB-0398	Macrophages Vim+ Slug-	3	0.00424328147100424
MB-0399	Macrophages Vim+ Slug-	1	0.00121065375302663
MB-0400	Macrophages Vim+ Slug-	2	0.00175746924428822
MB-0401	Macrophages Vim+ Slug-	3	0.00325027085590466
MB-0404	Macrophages Vim+ Slug-	8	0.0133333333333333
MB-0405	Macrophages Vim+ Slug-	5	0.00462107208872458
MB-0406	Macrophages Vim+ Slug-	5	0.0162866449511401
MB-0408	Macrophages Vim+ Slug-	12	0.0103896103896104
MB-0410	Macrophages Vim+ Slug-	0	0
MB-0412	Macrophages Vim+ Slug-	2	0.00217627856365615
MB-0413	Macrophages Vim+ Slug-	8	0.0043360433604336
MB-0414	Macrophages Vim+ Slug-	15	0.00831946755407654
MB-0417	Macrophages Vim+ Slug-	0	0
MB-0418	Macrophages Vim+ Slug-	2	0.00244798041615667
MB-0419	Macrophages Vim+ Slug-	0	0
MB-0420	Macrophages Vim+ Slug-	0	0
MB-0421	Macrophages Vim+ Slug-	3	0.00375
MB-0422	Macrophages Vim+ Slug-	1	0.00111856823266219
MB-0423	Macrophages Vim+ Slug-	2	0.00243605359317905
MB-0425	Macrophages Vim+ Slug-	0	0
MB-0426	Macrophages Vim+ Slug-	0	0
MB-0427	Macrophages Vim+ Slug-	3	0.00371747211895911
MB-0429	Macrophages Vim+ Slug-	36	0.0185280494081318
MB-0431	Macrophages Vim+ Slug-	5	0.00802568218298555
MB-0432	Macrophages Vim+ Slug-	0	0
MB-0434	Macrophages Vim+ Slug-	71	0.0578175895765472
MB-0438	Macrophages Vim+ Slug-	12	0.0144404332129964
MB-0439	Macrophages Vim+ Slug-	3	0.00229533282325937
MB-0440	Macrophages Vim+ Slug-	0	0
MB-0442	Macrophages Vim+ Slug-	0	0
MB-0443	Macrophages Vim+ Slug-	0	0
MB-0444	Macrophages Vim+ Slug-	3	0.00558659217877095
MB-0445	Macrophages Vim+ Slug-	0	0
MB-0446	Macrophages Vim+ Slug-	39	0.0383104125736739
MB-0448	Macrophages Vim+ Slug-	4	0.00424628450106157
MB-0449	Macrophages Vim+ Slug-	1	0.00102459016393443
MB-0451	Macrophages Vim+ Slug-	13	0.0142387732749179
MB-0453	Macrophages Vim+ Slug-	38	0.0434782608695652
MB-0454	Macrophages Vim+ Slug-	12	0.0100418410041841
MB-0455	Macrophages Vim+ Slug-	62	0.0564149226569609
MB-0458	Macrophages Vim+ Slug-	21	0.0472972972972973
MB-0459	Macrophages Vim+ Slug-	30	0.0237154150197628
MB-0460	Macrophages Vim+ Slug-	0	0
MB-0462	Macrophages Vim+ Slug-	15	0.0403225806451613
MB-0464	Macrophages Vim+ Slug-	2	0.0114285714285714
MB-0465	Macrophages Vim+ Slug-	1	0.000594883997620464
MB-0467	Macrophages Vim+ Slug-	3	0.00338600451467269
MB-0468	Macrophages Vim+ Slug-	2	0.00593471810089021
MB-0470	Macrophages Vim+ Slug-	0	0
MB-0471	Macrophages Vim+ Slug-	0	0
MB-0475	Macrophages Vim+ Slug-	19	0.0109070034443169
MB-0476	Macrophages Vim+ Slug-	39	0.0326633165829146
MB-0478	Macrophages Vim+ Slug-	0	0
MB-0479	Macrophages Vim+ Slug-	17	0.0373626373626374
MB-0480	Macrophages Vim+ Slug-	7	0.0118043844856661
MB-0481	Macrophages Vim+ Slug-	0	0
MB-0482	Macrophages Vim+ Slug-	6	0.00605449041372351
MB-0483	Macrophages Vim+ Slug-	17	0.0163304514889529
MB-0484	Macrophages Vim+ Slug-	9	0.00618556701030928
MB-0485	Macrophages Vim+ Slug-	23	0.0176651305683564
MB-0486	Macrophages Vim+ Slug-	50	0.0239463601532567
MB-0487	Macrophages Vim+ Slug-	0	0
MB-0488	Macrophages Vim+ Slug-	1	0.000719424460431655
MB-0490	Macrophages Vim+ Slug-	0	0
MB-0491	Macrophages Vim+ Slug-	0	0
