sample	celltype	frequency	proportion
MB-0312	Vascular SMA+	3	0.00159914712153518
MB-0314	Vascular SMA+	13	0.00797546012269939
MB-0316	Vascular SMA+	2	0.00209863588667366
MB-0318	Vascular SMA+	1	0.00072463768115942
MB-0319	Vascular SMA+	9	0.00782608695652174
MB-0320	Vascular SMA+	16	0.0188902007083825
MB-0321	Vascular SMA+	3	0.00167879127028539
MB-0322	Vascular SMA+	30	0.017472335468841
MB-0324	Vascular SMA+	3	0.00236779794790845
MB-0325	Vascular SMA+	0	0
MB-0333	Vascular SMA+	2	0.00172265288544358
MB-0336	Vascular SMA+	1	0.00113122171945701
MB-0339	Vascular SMA+	1	0.000841042893187553
MB-0340	Vascular SMA+	1	0.000491400491400491
MB-0342	Vascular SMA+	0	0
MB-0343	Vascular SMA+	0	0
MB-0344	Vascular SMA+	125	0.195618153364632
MB-0345	Vascular SMA+	16	0.019680196801968
MB-0347	Vascular SMA+	1	0.00102669404517454
MB-0349	Vascular SMA+	2	0.00290275761973875
MB-0350	Vascular SMA+	0	0
MB-0351	Vascular SMA+	1	0.0012453300124533
MB-0353	Vascular SMA+	8	0.00918484500574053
MB-0354	Vascular SMA+	2	0.00453514739229025
MB-0356	Vascular SMA+	2	0.00434782608695652
MB-0359	Vascular SMA+	1	0.00143472022955524
MB-0360	Vascular SMA+	0	0
MB-0361	Vascular SMA+	4	0.00564174894217207
MB-0362	Vascular SMA+	4	0.00465657741559953
MB-0363	Vascular SMA+	0	0
MB-0364	Vascular SMA+	18	0.0382165605095541
MB-0365	Vascular SMA+	0	0
MB-0366	Vascular SMA+	1	0.000738552437223043
MB-0367	Vascular SMA+	1	0.00135135135135135
MB-0369	Vascular SMA+	3	0.00197889182058048
MB-0370	Vascular SMA+	0	0
MB-0375	Vascular SMA+	1	0.000745156482861401
MB-0377	Vascular SMA+	19	0.0185185185185185
MB-0378	Vascular SMA+	1	0.00172413793103448
MB-0379	Vascular SMA+	22	0.0179738562091503
MB-0380	Vascular SMA+	3	0.00251889168765743
MB-0382	Vascular SMA+	1	0.0027027027027027
MB-0383	Vascular SMA+	0	0
MB-0384	Vascular SMA+	15	0.012701100762066
MB-0385	Vascular SMA+	0	0
MB-0386	Vascular SMA+	1	0.003125
MB-0388	Vascular SMA+	12	0.0153061224489796
MB-0389	Vascular SMA+	0	0
MB-0390	Vascular SMA+	1	0.0010515247108307
MB-0392	Vascular SMA+	3	0.0161290322580645
MB-0393	Vascular SMA+	1	0.000846740050804403
MB-0394	Vascular SMA+	28	0.0123674911660777
MB-0395	Vascular SMA+	1	0.00131926121372032
MB-0396	Vascular SMA+	0	0
MB-0397	Vascular SMA+	7	0.00549019607843137
MB-0398	Vascular SMA+	10	0.0141442715700141
MB-0399	Vascular SMA+	0	0
MB-0400	Vascular SMA+	2	0.00175746924428822
MB-0401	Vascular SMA+	0	0
MB-0404	Vascular SMA+	7	0.0116666666666667
MB-0405	Vascular SMA+	5	0.00462107208872458
MB-0406	Vascular SMA+	1	0.00325732899022801
MB-0408	Vascular SMA+	13	0.0112554112554113
MB-0410	Vascular SMA+	1	0.000878734622144112
MB-0412	Vascular SMA+	7	0.00761697497279652
MB-0413	Vascular SMA+	0	0
MB-0414	Vascular SMA+	0	0
MB-0417	Vascular SMA+	0	0
MB-0418	Vascular SMA+	0	0
MB-0419	Vascular SMA+	0	0
MB-0420	Vascular SMA+	1	0.0018796992481203
MB-0421	Vascular SMA+	0	0
MB-0422	Vascular SMA+	0	0
MB-0423	Vascular SMA+	21	0.02557856272838
MB-0425	Vascular SMA+	123	0.0688689809630459
MB-0426	Vascular SMA+	24	0.0179640718562874
MB-0427	Vascular SMA+	2	0.00247831474597274
MB-0429	Vascular SMA+	0	0
MB-0431	Vascular SMA+	10	0.0160513643659711
MB-0432	Vascular SMA+	28	0.0748663101604278
MB-0434	Vascular SMA+	1	0.000814332247557003
MB-0438	Vascular SMA+	3	0.0036101083032491
MB-0439	Vascular SMA+	1	0.000765110941086458
MB-0440	Vascular SMA+	18	0.0216867469879518
MB-0442	Vascular SMA+	5	0.00357142857142857
MB-0443	Vascular SMA+	1	0.00106951871657754
MB-0444	Vascular SMA+	0	0
MB-0445	Vascular SMA+	9	0.00657894736842105
MB-0446	Vascular SMA+	1	0.000982318271119843
MB-0448	Vascular SMA+	10	0.0106157112526539
MB-0449	Vascular SMA+	10	0.0102459016393443
MB-0451	Vascular SMA+	4	0.00438116100766703
MB-0453	Vascular SMA+	1	0.0011441647597254
MB-0454	Vascular SMA+	0	0
MB-0455	Vascular SMA+	0	0
MB-0458	Vascular SMA+	1	0.00225225225225225
MB-0459	Vascular SMA+	0	0
MB-0460	Vascular SMA+	2	0.00826446280991736
MB-0462	Vascular SMA+	0	0
MB-0464	Vascular SMA+	0	0
MB-0465	Vascular SMA+	0	0
MB-0467	Vascular SMA+	1	0.00112866817155756
MB-0468	Vascular SMA+	3	0.00890207715133531
MB-0470	Vascular SMA+	8	0.00862998921251348
MB-0471	Vascular SMA+	0	0
MB-0475	Vascular SMA+	0	0
MB-0476	Vascular SMA+	1	0.000837520938023451
MB-0478	Vascular SMA+	1	0.032258064516129
MB-0479	Vascular SMA+	3	0.00659340659340659
MB-0480	Vascular SMA+	1	0.00168634064080944
MB-0481	Vascular SMA+	1	0.000593471810089021
MB-0482	Vascular SMA+	6	0.00605449041372351
MB-0483	Vascular SMA+	0	0
MB-0484	Vascular SMA+	9	0.00618556701030928
MB-0485	Vascular SMA+	0	0
MB-0486	Vascular SMA+	1	0.000478927203065134
MB-0487	Vascular SMA+	1	0.00103412616339193
MB-0488	Vascular SMA+	14	0.0100719424460432
MB-0490	Vascular SMA+	1	0.000767459708365311
MB-0491	Vascular SMA+	8	0.00524246395806029
MB-0492	Vascular SMA+	3	0.00273722627737226
MB-0494	Vascular SMA+	0	0
MB-0495	Vascular SMA+	9	0.00802139037433155
MB-0496	Vascular SMA+	0	0
MB-0501	Vascular SMA+	1	0.000324149108589951
MB-0502	Vascular SMA+	24	0.0186915887850467
MB-0503	Vascular SMA+	0	0
MB-0504	Vascular SMA+	5	0.0110864745011086
MB-0505	Vascular SMA+	2	0.00479616306954436
MB-0508	Vascular SMA+	7	0.00570962479608483
MB-0511	Vascular SMA+	13	0.018705035971223
MB-0512	Vascular SMA+	0	0
MB-0513	Vascular SMA+	0	0
MB-0516	Vascular SMA+	1	0.000920810313075506
MB-0519	Vascular SMA+	0	0
MB-0521	Vascular SMA+	67	0.0555555555555556
MB-0524	Vascular SMA+	6	0.0392156862745098
MB-0525	Vascular SMA+	26	0.0193164933135215
MB-0526	Vascular SMA+	0	0
MB-0527	Vascular SMA+	0	0
MB-0528	Vascular SMA+	0	0
MB-0529	Vascular SMA+	1	0.00137551581843191
MB-0531	Vascular SMA+	6	0.00988467874794069
MB-0532	Vascular SMA+	0	0
MB-0536	Vascular SMA+	0	0
MB-0537	Vascular SMA+	3	0.0027027027027027
MB-0538	Vascular SMA+	8	0.00392541707556428
MB-0542	Vascular SMA+	5	0.00312695434646654
MB-0543	Vascular SMA+	3	0.00348027842227378
MB-0544	Vascular SMA+	3	0.00201477501678979
MB-0545	Vascular SMA+	0	0
MB-0547	Vascular SMA+	6	0.00927357032457496
MB-0549	Vascular SMA+	30	0.0232738557020946
MB-0552	Vascular SMA+	6	0.00559701492537313
MB-0553	Vascular SMA+	7	0.00939597315436242
MB-0554	Vascular SMA+	0	0
MB-0558	Vascular SMA+	0	0
MB-0568	Vascular SMA+	2	0.00169348010160881
MB-0569	Vascular SMA+	0	0
MB-0570	Vascular SMA+	0	0
MB-0571	Vascular SMA+	3	0.00440528634361234
MB-0573	Vascular SMA+	1	0.00149253731343284
MB-0574	Vascular SMA+	1	0.000727272727272727
MB-0575	Vascular SMA+	0	0
MB-0576	Vascular SMA+	0	0
MB-0577	Vascular SMA+	0	0
MB-0578	Vascular SMA+	10	0.00623441396508728
MB-0579	Vascular SMA+	0	0
MB-0580	Vascular SMA+	33	0.0202205882352941
MB-0581	Vascular SMA+	3	0.00180940892641737
MB-0582	Vascular SMA+	0	0
MB-0583	Vascular SMA+	25	0.0118035882908404
MB-0584	Vascular SMA+	0	0
MB-0585	Vascular SMA+	0	0
MB-0586	Vascular SMA+	6	0.00363416111447608
MB-0587	Vascular SMA+	0	0
MB-0588	Vascular SMA+	9	0.00707547169811321
MB-0589	Vascular SMA+	5	0.00402576489533011
MB-0590	Vascular SMA+	0	0
MB-0591	Vascular SMA+	2	0.0019723865877712
MB-0593	Vascular SMA+	0	0
MB-0594	Vascular SMA+	0	0
MB-0596	Vascular SMA+	2	0.00119118522930316
MB-0597	Vascular SMA+	47	0.052396878483835
MB-0598	Vascular SMA+	8	0.00693240901213172
MB-0599	Vascular SMA+	30	0.0209351011863224
MB-0600	Vascular SMA+	1	0.000672947510094213
MB-0601	Vascular SMA+	1	0.00118343195266272
MB-0603	Vascular SMA+	3	0.00365408038976857
MB-0605	Vascular SMA+	0	0
MB-0607	Vascular SMA+	9	0.00680272108843537
MB-0608	Vascular SMA+	1	0.000672494956287828
MB-0609	Vascular SMA+	0	0
MB-0610	Vascular SMA+	10	0.00785545954438335
MB-0611	Vascular SMA+	0	0
MB-0613	Vascular SMA+	0	0
MB-0614	Vascular SMA+	10	0.0133868808567604
MB-0616	Vascular SMA+	5	0.00726744186046512
MB-0618	Vascular SMA+	0	0
MB-0620	Vascular SMA+	9	0.00683890577507599
MB-0621	Vascular SMA+	10	0.00862068965517241
MB-0623	Vascular SMA+	1	0.00301204819277108
MB-0624	Vascular SMA+	5	0.0151057401812689
MB-0626	Vascular SMA+	0	0
MB-0628	Vascular SMA+	15	0.00867052023121387
MB-0630	Vascular SMA+	18	0.135338345864662
MB-0631	Vascular SMA+	1	0.00129032258064516
MB-0634	Vascular SMA+	0	0
MB-0635	Vascular SMA+	3	0.00358851674641148
MB-0636	Vascular SMA+	4	0.00763358778625954
MB-0637	Vascular SMA+	1	0.000892857142857143
MB-0638	Vascular SMA+	2	0.004739336492891
MB-0641	Vascular SMA+	10	0.0127388535031847
MB-0642	Vascular SMA+	0	0
MB-0643	Vascular SMA+	2	0.001743679163034
MB-0644	Vascular SMA+	26	0.0198170731707317
MB-0646	Vascular SMA+	15	0.00951173113506658
MB-0652	Vascular SMA+	0	0
MB-0653	Vascular SMA+	1	0.00105042016806723
MB-0654	Vascular SMA+	0	0
MB-0657	Vascular SMA+	1	0.0012531328320802
MB-0658	Vascular SMA+	1	0.00205761316872428
MB-0659	Vascular SMA+	3	0.00458715596330275
MB-0660	Vascular SMA+	18	0.0169332079021637
MB-0661	Vascular SMA+	1	0.000643915003219575
MB-0662	Vascular SMA+	2	0.00161550888529887
MB-0664	Vascular SMA+	0	0
MB-0666	Vascular SMA+	0	0
MB-0869	Vascular SMA+	1	0.000544069640914037
MB-0872	Vascular SMA+	0	0
MB-0874	Vascular SMA+	2	0.00276243093922652
MB-0877	Vascular SMA+	2	0.00170502983802217
MB-0880	Vascular SMA+	0	0
MB-0882	Vascular SMA+	0	0
MB-0884	Vascular SMA+	2	0.0019723865877712
MB-0891	Vascular SMA+	4	0.00740740740740741
MB-0893	Vascular SMA+	1	0.000760456273764259
MB-0895	Vascular SMA+	43	0.111688311688312
MB-0899	Vascular SMA+	3	0.00273722627737226
MB-0901	Vascular SMA+	4	0.00246153846153846
MB-0904	Vascular SMA+	20	0.0254452926208651
MB-0906	Vascular SMA+	4	0.00533333333333333
